system:time_start,pr,srad,etr,vpd,vs
"Sep 15, 2019",3,1.4,142.8,0.54,2.3
"Sep 16, 2019",2.1,0,117.5,0.25,2.7
"Sep 17, 2019",3.2,0,230.2,0.59,1.2
"Sep 18, 2019",4.1,0,226.6,0.63,3
"Sep 19, 2019",4.4,0,223.4,0.85,2.5
"Sep 20, 2019",3.8,0,223.5,0.91,1.4
"Sep 21, 2019",4.2,0,217.3,1.1,1.6
"Sep 22, 2019",6.1,1.7,202.3,1.15,4.3
"Sep 23, 2019",4.1,5.1,148.3,0.51,6.8
"Sep 24, 2019",3.4,0,160.6,0.48,3.9
"Sep 25, 2019",5.4,0.3,206.8,0.96,4.1
"Sep 26, 2019",2.8,1.5,141.4,0.32,5.4
"Sep 27, 2019",3.8,1,166.6,0.86,2.3
"Sep 28, 2019",2.9,0.6,115.6,0.5,3.3
"Sep 29, 2019",3.3,0,175.3,0.38,5.6
"Sep 30, 2019",3.8,0,85.1,0.68,4.2
"Oct 1, 2019",5.2,16,181.5,0.98,4.1
"Oct 2, 2019",1.6,4.9,37,0.22,5.5
"Oct 3, 2019",1.7,1.9,57.3,0.19,6.3
"Oct 4, 2019",2,0,165.3,0.19,4.6
"Oct 5, 2019",4.5,0,195,0.6,5.6
"Oct 6, 2019",3.6,3.2,111.8,0.62,4.1
"Oct 7, 2019",2.4,0,146.8,0.27,5
"Oct 8, 2019",2.7,0,192.8,0.44,2.5
"Oct 9, 2019",3.4,0,194.1,0.44,4.9
"Oct 10, 2019",3.4,0,189,0.46,4.7
"Oct 11, 2019",5.9,0,187.8,0.83,6.4
"Oct 12, 2019",2.2,0,108.8,0.25,6.3
"Oct 13, 2019",4.7,0,184.7,0.72,4.9
"Oct 14, 2019",2.2,0,78.4,0.24,7.1
"Oct 15, 2019",3.6,0,144.5,0.57,4.2
"Oct 16, 2019",2,19.2,68,0.24,5.6
"Oct 17, 2019",1.8,4.4,101.1,0.16,10.1
"Oct 18, 2019",2.1,0,136.5,0.24,5.3
"Oct 19, 2019",2.4,0,161.8,0.43,2.7
"Oct 20, 2019",2.2,0,118.1,0.48,2.1
"Oct 21, 2019",4,0.4,162.7,0.54,5.9
"Oct 22, 2019",1.8,7.4,56.3,0.23,5.3
"Oct 23, 2019",3.8,0.7,159.5,0.46,7.8
"Oct 24, 2019",2.6,0,124.6,0.35,5.1
"Oct 25, 2019",1.2,0.6,49.8,0.23,1.8
"Oct 26, 2019",2.8,18.1,153.5,0.39,4.8
"Oct 27, 2019",2.6,1,59.2,0.3,7.9
"Oct 28, 2019",2.3,0,148.3,0.5,2.4
"Oct 29, 2019",3,0,142.9,0.67,2.9
"Oct 30, 2019",1.7,1.8,42.2,0.27,3.7
"Oct 31, 2019",0.7,24.3,48,0.05,5.8
"Nov 1, 2019",2,0,84.8,0.19,11
"Nov 2, 2019",2.2,2.3,48.7,0.29,5.5
"Nov 3, 2019",2.3,0,108.5,0.25,8.2
"Nov 4, 2019",3.6,1.7,60.7,0.52,5.5
"Nov 5, 2019",1.7,0,83.8,0.19,7.3
"Nov 6, 2019",2.7,0,98.2,0.32,6.5
"Nov 7, 2019",1.1,4.4,53.3,0.13,4.1
"Nov 8, 2019",1.6,0,109.7,0.19,5.1
"Nov 9, 2019",2.1,0,50.1,0.24,6
"Nov 10, 2019",1.8,5.3,70.3,0.25,4.7
"Nov 11, 2019",0.6,18.1,43.8,0.05,8.2
"Nov 12, 2019",1,0,103.5,0.1,7.2
"Nov 13, 2019",1.1,0.9,106,0.15,3.3
"Nov 14, 2019",1.5,3,36.4,0.16,6.4
"Nov 15, 2019",1,0,106.4,0.09,9
"Nov 16, 2019",1.2,0,117.6,0.12,7
"Nov 17, 2019",1.9,0,113.7,0.24,5.5
"Nov 18, 2019",1.2,0,93.7,0.18,3.8
"Nov 19, 2019",0.6,0,97,0.2,0.8
"Nov 20, 2019",1.4,0,104.4,0.22,3.6
"Nov 21, 2019",2.4,5.3,93.7,0.42,3.9
"Nov 22, 2019",1.5,0,60,0.15,9
"Nov 23, 2019",1.6,0,104.7,0.26,3.9
"Nov 24, 2019",0.4,0,106.8,0.04,4.7
"Nov 25, 2019",1.7,0,36.3,0.34,2.8
"Nov 26, 2019",2.1,0,100.5,0.43,3.3
"Nov 27, 2019",4.1,12.5,33.7,0.56,6.7
"Nov 28, 2019",1.5,0,64.9,0.17,6.5
"Nov 29, 2019",1.1,0,60.6,0.21,2.5
"Nov 30, 2019",1.4,0,94.9,0.18,5.1
"Dec 1, 2019",0.9,18.1,34.3,0.08,11
"Dec 2, 2019",0.2,0,44.5,0.01,5.6
"Dec 3, 2019",0.4,0,100.7,0.05,4.2
"Dec 4, 2019",0.8,0.8,37.7,0.08,6.3
"Dec 5, 2019",1.2,0,42.2,0.13,6.9
"Dec 6, 2019",0.9,5.3,34.2,0.13,3.3
"Dec 7, 2019",0.8,0,65.7,0.1,4.1
"Dec 8, 2019",1.5,0,90.4,0.2,5.4
"Dec 9, 2019",2.5,2.8,32.8,0.46,3.6
"Dec 10, 2019",2.2,0,35,0.24,7.6
"Dec 11, 2019",1.7,1.4,60,0.16,10.5
"Dec 12, 2019",1.1,0,81.7,0.13,5.4
"Dec 13, 2019",1.6,1,94.1,0.29,3.5
"Dec 14, 2019",1.3,21.2,30.1,0.15,6
"Dec 15, 2019",1.5,0,49.8,0.15,9.8
"Dec 16, 2019",1.1,0.9,65.4,0.25,2
"Dec 17, 2019",0.8,3.9,24.1,0.11,3.9
"Dec 18, 2019",0.9,2.7,51.3,0.08,9
"Dec 19, 2019",0.5,0.4,54.9,0.05,4.6
"Dec 20, 2019",0.4,0,92.1,0.05,4.4
"Dec 21, 2019",0.9,0,61.9,0.14,3.4
"Dec 22, 2019",2.3,0,90.1,0.27,7.5
"Dec 23, 2019",2.9,0,91.9,0.4,6.4
"Dec 24, 2019",1.2,0,83.1,0.16,5.2
"Dec 25, 2019",1.4,0,89.3,0.28,3
"Dec 26, 2019",2.3,0,47.8,0.35,4.6
"Dec 27, 2019",2.5,0,60.9,0.41,4.5
"Dec 28, 2019",1,0,86.3,0.16,3.8
"Dec 29, 2019",1.2,17.6,47.1,0.13,7.3
"Dec 30, 2019",2.1,10,39.2,0.26,6.4
"Dec 31, 2019",0.8,1.5,47.6,0.09,4.6
"Jan 1, 2020",3.4,0,56.1,0.37,8.9
"Jan 2, 2020",2,0.5,91.6,0.26,6
"Jan 3, 2020",1.7,0,40,0.3,3.4
"Jan 4, 2020",3.1,0,26.3,0.57,3.8
"Jan 5, 2020",3.2,0,48.7,0.55,4.1
"Jan 6, 2020",2.9,1.3,55.1,0.3,10.4
"Jan 7, 2020",3.3,0.4,92.9,0.54,4.6
"Jan 8, 2020",7,0.8,56.3,0.86,8.9
"Jan 9, 2020",3.2,0,74.1,0.45,5.4
"Jan 10, 2020",0.1,4.9,35.4,0,4.5
"Jan 11, 2020",0.1,16.1,33.4,0,4.4
"Jan 12, 2020",0.8,0.4,73.1,0.09,5.6
"Jan 13, 2020",0.1,0,71.1,0,2.7
"Jan 14, 2020",0.2,0,81.7,0.02,4.6
"Jan 15, 2020",1.5,1.1,86.5,0.21,4.6
"Jan 16, 2020",1.9,1.2,81.3,0.2,7.8
"Jan 17, 2020",2.5,0,99.8,0.4,3.7
"Jan 18, 2020",2.5,9.4,41.4,0.28,7.5
"Jan 19, 2020",0.3,2.4,39.7,0.02,9.3
"Jan 20, 2020",0.2,0,107,0.01,5.3
"Jan 21, 2020",0.1,0,83.7,0,6.8
"Jan 22, 2020",1.8,0,111.2,0.19,7.4
"Jan 23, 2020",2.8,0,105.9,0.72,2.5
"Jan 24, 2020",2.2,12.3,63.5,0.26,6.7
"Jan 25, 2020",0.2,8.6,42.1,0,5.4
"Jan 26, 2020",0.2,3.8,39.1,0.01,7.8
"Jan 27, 2020",0.1,1.1,50.2,0,6.3
"Jan 28, 2020",1.2,1.1,50.7,0.15,4.7
"Jan 29, 2020",0.9,0,123.1,0.14,2.5
"Jan 30, 2020",0.2,0,115.9,0,2.9
"Jan 31, 2020",0.2,0,80,0,0.9
"Feb 1, 2020",0.2,0.5,118,0,1.9
"Feb 2, 2020",0.5,3,54.5,0.04,3.5
"Feb 3, 2020",3.6,0,119.2,0.6,4.5
"Feb 4, 2020",5,0,58.9,0.98,4
"Feb 5, 2020",1.7,4.8,122.9,0.23,3.9
"Feb 6, 2020",1.2,6.6,58,0.12,6.4
"Feb 7, 2020",1.2,4.9,106.8,0.11,7.7
"Feb 8, 2020",0.3,0.3,72.8,0.03,2.2
"Feb 9, 2020",0.9,2.9,107.4,0.11,3
"Feb 10, 2020",1.3,0,83.4,0.2,3
"Feb 11, 2020",1.7,0,96.2,0.2,5.4
"Feb 12, 2020",2,2.8,148.2,0.22,6.3
"Feb 13, 2020",0.6,2.6,55.5,0.06,4.6
"Feb 14, 2020",0.7,0,157.2,0.06,4.8
"Feb 15, 2020",1.8,0,175.8,0.16,7.9
"Feb 16, 2020",1.9,0,166.9,0.18,7.4
"Feb 17, 2020",1.7,4.2,143,0.23,3.6
"Feb 18, 2020",2.7,0.6,89.7,0.29,8.3
"Feb 19, 2020",2.1,0.8,127.2,0.2,8.2
"Feb 20, 2020",1.8,0,137,0.18,6.5
"Feb 21, 2020",2.3,0,193.7,0.19,10
"Feb 22, 2020",3.6,0,194,0.35,9.2
"Feb 23, 2020",4,0,186.8,0.52,5.5
"Feb 24, 2020",3.2,1.5,187.2,0.48,3.6
"Feb 25, 2020",1.9,0.4,78.5,0.23,4.6
"Feb 26, 2020",1.2,18.3,55.2,0.13,5.4
"Feb 27, 2020",2,2.2,84.6,0.16,14.1
"Feb 28, 2020",1.7,2.5,95.9,0.14,11.8
"Feb 29, 2020",0.6,0,62.4,0.05,6
"Mar 1, 2020",2.4,0,180.6,0.3,4.1
"Mar 2, 2020",3.1,4,74.2,0.43,4.9
"Mar 3, 2020",2.7,5.2,108.1,0.42,3.5
"Mar 4, 2020",2.4,0,152.3,0.24,7.4
"Mar 5, 2020",2.8,0,192.6,0.35,4.4
"Mar 6, 2020",1.7,3.5,67.8,0.17,6.5
"Mar 7, 2020",2.9,0,230.5,0.3,5
"Mar 8, 2020",5,0,225.8,0.59,6.3
"Mar 9, 2020",6.5,0.5,222.9,0.92,5.9
"Mar 10, 2020",2,6.2,53,0.24,5.5
"Mar 11, 2020",1.9,0,181.7,0.22,3.1
"Mar 12, 2020",3.2,3,149.8,0.44,4
"Mar 13, 2020",3.5,0,187.4,0.33,9.4
"Mar 14, 2020",2.4,0,214.3,0.22,5.8
"Mar 15, 2020",2.6,0,248.2,0.27,4.1
"Mar 16, 2020",3.9,0,247,0.46,4.6
"Mar 17, 2020",1.7,0,117.6,0.16,5.5
"Mar 18, 2020",3,4.3,204.7,0.36,4.1
"Mar 19, 2020",4.4,3.5,226.5,0.67,3.6
"Mar 20, 2020",4.9,0,160.4,0.52,8.6
"Mar 21, 2020",2.7,0,258.9,0.28,4.1
"Mar 22, 2020",3.2,2.6,263.9,0.3,6.5
"Mar 23, 2020",1.5,0,76.5,0.18,3.3
"Mar 24, 2020",2.3,0,251.4,0.23,2.3
"Mar 25, 2020",3.5,0,262.5,0.42,3.3
"Mar 26, 2020",4.1,0,223.3,0.59,3.4
"Mar 27, 2020",3.7,3.5,279.6,0.47,2.7
"Mar 28, 2020",3.5,10.2,88.2,0.45,5.8
"Mar 29, 2020",6.4,7.1,161.4,0.85,6.8
"Mar 30, 2020",1.4,4.7,55.8,0.17,4.5
"Mar 31, 2020",1.6,0,126.2,0.16,3
"Apr 1, 2020",3.3,0,282.4,0.39,2.6
"Apr 2, 2020",4.4,0,267.1,0.57,3.8
"Apr 3, 2020",3.1,4.3,231.8,0.36,3.2
"Apr 4, 2020",2.5,0,195.2,0.43,1.2
"Apr 5, 2020",2.7,0,226.7,0.28,3
"Apr 6, 2020",4.2,0,297.2,0.55,2.8
"Apr 7, 2020",4.5,8.2,256.8,0.76,2.4
"Apr 8, 2020",2.6,5,200.9,0.34,1.5
"Apr 9, 2020",2.5,0,167,0.22,7
"Apr 10, 2020",3.8,0.5,179.2,0.34,10.4
"Apr 11, 2020",3.9,0,211,0.42,5.6
"Apr 12, 2020",4.9,5.4,130.4,0.89,3.4
"Apr 13, 2020",4.7,6.7,101.4,0.52,8.6
"Apr 14, 2020",4,0,286.4,0.36,7.2
"Apr 15, 2020",3.4,0,221.4,0.33,6.3
"Apr 16, 2020",3.5,0,244.4,0.31,7.3
"Apr 17, 2020",3.2,0,262.6,0.33,3.6
"Apr 18, 2020",3.6,0,223.1,0.41,4.3
"Apr 19, 2020",3.5,3.9,177.9,0.35,6.6
"Apr 20, 2020",3.7,1.9,297.7,0.43,2.6
"Apr 21, 2020",3.8,0,197.7,0.33,10.4
"Apr 22, 2020",4,0,218.6,0.37,7.6
"Apr 23, 2020",3.1,0.5,76.3,0.4,4.8
"Apr 24, 2020",3.1,0,128.6,0.46,3.1
"Apr 25, 2020",5,6.1,295.9,0.77,2.5
"Apr 26, 2020",2.6,13,140.9,0.28,4.1
"Apr 27, 2020",4.3,0,314.9,0.59,2.1
"Apr 28, 2020",4.4,0,141.5,0.69,3.6
"Apr 29, 2020",6.5,4.4,126.9,0.85,7.3
"Apr 30, 2020",2.6,22.9,110,0.31,4.3
"May 1, 2020",3.5,0,259.8,0.31,3.9
"May 2, 2020",5.1,0,242.1,0.79,3.1
"May 3, 2020",6.3,0.4,343.5,0.8,3.6
"May 4, 2020",3.4,0,233.1,0.34,4.7
"May 5, 2020",4.2,0,338.2,0.51,2.3
"May 6, 2020",4.1,0,313.2,0.53,2.2
"May 7, 2020",4.3,0,219.6,0.51,4.5
"May 8, 2020",3.2,0,227.3,0.3,5.6
"May 9, 2020",3.7,1.1,163.5,0.34,8.5
"May 10, 2020",3.1,2.2,163.8,0.41,3.1
"May 11, 2020",2,0.4,85.2,0.21,5.2
"May 12, 2020",4,0,302.4,0.35,5.9
"May 13, 2020",4.9,0,370.4,0.59,2.4
"May 14, 2020",4.3,4.7,131.5,0.9,2.4
"May 15, 2020",4.1,5.3,189.8,0.85,1.7
"May 16, 2020",4.5,0,346.4,0.47,1.8
"May 17, 2020",6.1,7.3,244.8,0.74,5.7
"May 18, 2020",4.5,0.6,139,0.51,7
"May 19, 2020",7,0,291.1,0.83,6.1
"May 20, 2020",8.4,0,377.2,1.15,4.3
"May 21, 2020",8.3,0,381,1.46,2.9
"May 22, 2020",6.2,0,362,1.26,1.3
"May 23, 2020",5.7,0,338,0.96,1.4
"May 24, 2020",8.1,0,318.1,1.36,3.8
"May 25, 2020",7.4,0,352,1.29,2.5
"May 26, 2020",8,0,357.7,1.53,2.5
"May 27, 2020",7.4,0,323.3,1.36,2.7
"May 28, 2020",4.8,7.6,147.8,0.9,3.4
"May 29, 2020",5.4,7.4,277.7,0.59,4.5
"May 30, 2020",4.4,4.2,304.9,0.39,4.6
"May 31, 2020",5.1,0,352.1,0.6,2.7
"Jun 1, 2020",7.1,0,351,0.92,4.1
"Jun 2, 2020",5.9,1,246.5,1.04,2.8
"Jun 3, 2020",4.8,1.3,193.4,0.78,3
"Jun 4, 2020",6.8,0,348.5,1.32,1.7
"Jun 5, 2020",6.8,0.4,351.8,1.24,1.7
"Jun 6, 2020",7.4,0.4,338.4,1.01,4.2
"Jun 7, 2020",6.3,0,360,0.89,2.5
"Jun 8, 2020",6.2,0,357.1,1.27,1.4
"Jun 9, 2020",8.7,0,353.2,1.96,2.5
"Jun 10, 2020",9.2,3.4,314.2,1.7,4.1
"Jun 11, 2020",6.5,0,270.1,0.72,6.8
"Jun 12, 2020",6.6,0,360.2,0.69,5.5
"Jun 13, 2020",5.5,0,361,0.65,2.9
"Jun 14, 2020",6.1,0,356.6,0.75,3.4
"Jun 15, 2020",6.2,0,362.8,0.89,2.3
"Jun 16, 2020",6.8,0,365.2,1.33,1.7
"Jun 17, 2020",7.8,0,363.1,1.53,2.3
"Jun 18, 2020",8,0,352.6,1.64,2.4
"Jun 19, 2020",6.1,0,307.5,1.35,1.4
"Jun 20, 2020",7.1,0,341.7,1.46,1.8
"Jun 21, 2020",7.5,0,335.1,1.59,2.1
"Jun 22, 2020",7.2,1.4,322.6,1.5,2
"Jun 23, 2020",6.2,7.3,267.3,0.9,3.5
"Jun 24, 2020",6.2,0,234.4,0.69,7.6
"Jun 25, 2020",7,0,323.5,1.19,2.8
"Jun 26, 2020",8.4,9.9,352.2,1.33,3.8
"Jun 27, 2020",4.9,7,241.7,0.87,1.8
"Jun 28, 2020",6.3,0,348.4,0.8,2.5
"Jun 29, 2020",6.7,0,354.1,1.22,1.7
"Jun 30, 2020",6.1,0,350.3,0.86,1.7
"Jul 1, 2020",6.9,0,362.3,1.12,1.9
"Jul 2, 2020",10,0,362.6,1.69,4.5
"Jul 3, 2020",7.8,0,359.1,1.44,2.4
"Jul 4, 2020",7,0,359.5,1.38,1.7
"Jul 5, 2020",8.1,0,346.4,1.66,2.5
"Jul 6, 2020",8.6,0,359.9,1.65,2.9
"Jul 7, 2020",8.3,0,357.6,1.73,2.4
"Jul 8, 2020",7.6,0,316.3,1.61,2.3
"Jul 9, 2020",8.7,0.3,355.3,1.98,2.3
"Jul 10, 2020",8.9,0,321.9,1.56,4
"Jul 11, 2020",5.6,6.7,223.7,0.88,3.4
"Jul 12, 2020",7,0,315.8,0.9,4.3
"Jul 13, 2020",6.3,4.2,326.2,0.72,4.1
"Jul 14, 2020",6.7,0,355.3,0.9,2.7
"Jul 15, 2020",7.7,0,350.5,1.3,2.9
"Jul 16, 2020",5.2,23,214.6,0.82,3.1
"Jul 17, 2020",7.8,0,357.7,1.11,3.8
"Jul 18, 2020",9.1,0,352.7,1.61,3.8
"Jul 19, 2020",8,1.9,273.3,1.28,4.9
"Jul 20, 2020",7.2,0,349.3,0.9,4.1
"Jul 21, 2020",4.5,0,232.1,0.97,1.2
"Jul 22, 2020",5.1,8.6,229.6,0.9,2.2
"Jul 23, 2020",4.6,0,221.2,0.84,1.7
"Jul 24, 2020",6.2,0,347.6,0.95,1.7
"Jul 25, 2020",6.6,0,342.9,1.27,1.7
"Jul 26, 2020",8.6,0,314.8,1.32,5.1
"Jul 27, 2020",7,6.8,255.1,1.04,4.8
"Jul 28, 2020",7,0.8,304.5,1.07,3.7
"Jul 29, 2020",5.4,6.6,204.8,0.89,3.6
"Jul 30, 2020",6,0,329.8,0.84,2.2
"Jul 31, 2020",6,0,340,0.91,1.8
"Aug 1, 2020",6.8,7.6,316.9,1.18,2.7
"Aug 2, 2020",6.3,2.4,176,0.86,7
"Aug 3, 2020",6.9,6.8,314.6,0.91,4.5
"Aug 4, 2020",4.1,6.2,244.5,0.41,2.1
"Aug 5, 2020",6.2,0,311.5,0.67,5.7
"Aug 6, 2020",5.4,0,322,0.77,2.1
"Aug 7, 2020",5.6,0.4,319.5,0.79,2.2
"Aug 8, 2020",5,0,322,0.83,0.7
"Aug 9, 2020",6.7,0,295.5,1,3.9
"Aug 10, 2020",7.5,0.5,311.3,1.3,3.4
"Aug 11, 2020",6,0,291.1,0.8,3.6
"Aug 12, 2020",6.1,0,307.5,1.27,1.9
"Aug 13, 2020",6.1,0,319.3,1.41,1.5
"Aug 14, 2020",6.9,0,313.9,1.21,3
"Aug 15, 2020",7.2,1.6,303.5,1.21,3.5
"Aug 16, 2020",4.9,14.1,248.4,0.76,2.5
"Aug 17, 2020",5.5,6.5,276.9,0.75,3.4
"Aug 18, 2020",6.5,0,294.9,0.86,4.8
"Aug 19, 2020",5.3,0,305.2,0.87,2.2
"Aug 20, 2020",6.9,0,301,1.09,3.8
"Aug 21, 2020",7.4,0,294.5,1.2,4.2
"Aug 22, 2020",5.9,0,293.6,1.28,1.8
"Aug 23, 2020",6.6,0,275.1,1.43,2.6
"Aug 24, 2020",7.4,47.2,280,1.36,3.7
"Aug 25, 2020",5.6,0,267.6,0.69,4.8
"Aug 26, 2020",4.2,8.5,256,0.59,1.9
"Aug 27, 2020",4.9,0,228.8,0.69,3.7
"Aug 28, 2020",4.5,0,281.8,0.48,3
"Aug 29, 2020",5.8,0.9,203.4,0.73,7.2
"Aug 30, 2020",4.9,0,281.7,0.66,3.1
"Aug 31, 2020",6.5,0,275.5,1.01,4.3
"Sep 1, 2020",5.9,0,250.7,1.01,3.5
"Sep 2, 2020",5,9.5,199.2,0.68,5.2
"Sep 3, 2020",6.2,0,255.6,0.95,4.4
"Sep 4, 2020",6.1,0,258.1,0.8,5.8
"Sep 5, 2020",5.6,0,221.7,0.76,5.4
"Sep 6, 2020",5.3,6.2,257.1,0.98,2.8
"Sep 7, 2020",4.8,1.1,210.8,0.6,5.6
"Sep 8, 2020",3.7,0,144.7,0.71,2.7
"Sep 9, 2020",5.3,0,218.1,0.96,3.3
"Sep 10, 2020",2.8,0,153.6,0.41,2.3
"Sep 11, 2020",2.7,0,193.8,0.28,3.8
"Sep 12, 2020",5.4,0,222.3,0.73,5.3
"Sep 13, 2020",3.5,20.8,150.2,0.46,4.9
"Sep 14, 2020",3.4,0,226,0.38,4.1
"Sep 15, 2020",4.1,0,234,0.64,3
"Sep 16, 2020",5.9,0,230.9,0.82,5.7
"Sep 17, 2020",2.8,0,110.2,0.4,3.9
"Sep 18, 2020",4.5,0,230.8,0.52,5.8
"Sep 19, 2020",3.4,0,194.1,0.61,2.4
"Sep 20, 2020",4.7,0,228.5,0.71,3.7
"Sep 21, 2020",4.7,0,224.8,0.78,3.4
"Sep 22, 2020",3.8,0,219.9,0.67,2.6
"Sep 23, 2020",5.5,0,215,0.88,4.7
"Sep 24, 2020",3.3,0,202.5,0.83,1.3
"Sep 25, 2020",4.1,0,208.8,0.92,2.1
"Sep 26, 2020",5.1,0,205.8,1.19,2.7
"Sep 27, 2020",5.5,0,203.4,1.21,3.3
"Sep 28, 2020",4.9,0.4,179,0.98,3.4
"Sep 29, 2020",2.4,13.2,157.6,0.26,4.7
"Sep 30, 2020",3.4,6.4,134.4,0.38,7.9
"Oct 1, 2020",3.9,0,193.7,0.47,6.1
"Oct 2, 2020",2.7,18.5,156.3,0.4,3.1
"Oct 3, 2020",2.9,0,174.9,0.46,2.9
"Oct 4, 2020",3,0,84.5,0.54,3.3
"Oct 5, 2020",3.2,0,188.1,0.43,4.2
"Oct 6, 2020",4.6,1.3,177,0.6,6.4
"Oct 7, 2020",3.9,3.6,126.4,0.45,8.6
"Oct 8, 2020",2.6,0.4,126.6,0.37,3.7
"Oct 9, 2020",3.4,0,172.3,0.58,3.3
"Oct 10, 2020",4.9,0,156.7,0.61,7.8
"Oct 11, 2020",4.1,0,184,0.47,7.8
"Oct 12, 2020",4.2,3.4,93.8,0.54,7.4
"Oct 13, 2020",2.9,0,168.3,0.43,4.1
"Oct 14, 2020",4.1,0,175.5,0.74,3.9
"Oct 15, 2020",4.7,7.4,79.1,0.67,6.7
"Oct 16, 2020",2.5,0,154.5,0.31,5
"Oct 17, 2020",3,0,147,0.47,3.8
"Oct 18, 2020",3.3,1.6,88.7,0.51,4.8
"Oct 19, 2020",1,11.6,39,0.17,2.4
"Oct 20, 2020",2.2,1.8,98.3,0.41,2.9
"Oct 21, 2020",3,1.3,113.3,0.45,4.7
"Oct 22, 2020",1.5,3.5,56.8,0.26,2.8
"Oct 23, 2020",3.4,7,150.9,0.65,3.5
"Oct 24, 2020",1.9,0,120.1,0.23,4.8
"Oct 25, 2020",2.3,6.9,107.5,0.3,5
"Oct 26, 2020",1.2,0,38.5,0.19,3.3
"Oct 27, 2020",1.3,3.9,48.9,0.21,2.6
"Oct 28, 2020",2,0,102.8,0.24,5.9
"Oct 29, 2020",1.1,0.6,72.9,0.11,5.7
"Oct 30, 2020",1.3,0,59.8,0.14,5
"Oct 31, 2020",2.3,0,128.3,0.32,4.4
"Nov 1, 2020",2.7,5,51.7,0.28,9.9
"Nov 2, 2020",3.3,0,88.5,0.32,11.4
"Nov 3, 2020",2.5,0,67.3,0.38,4.3
"Nov 4, 2020",4.7,0,131.1,0.83,4.7
"Nov 5, 2020",4.4,0,124.6,0.92,4
"Nov 6, 2020",4.2,0,126.7,0.73,5.1
"Nov 7, 2020",3,0,126.6,0.54,3.9
"Nov 8, 2020",2.5,0,126.1,0.84,1.8
"Nov 9, 2020",3.4,0,120.9,1.08,2.2
"Nov 10, 2020",3.8,4.5,117,1.21,2.6
"Nov 11, 2020",2.4,0,78.9,0.34,5.8
"Nov 12, 2020",1.1,0,106.8,0.25,1.9
"Nov 13, 2020",1.9,0,59.6,0.25,5.1
"Nov 14, 2020",2.2,2,94.8,0.33,4.6
"Nov 15, 2020",3.8,3.2,37.1,0.41,10.6
"Nov 16, 2020",2.8,0,56,0.28,11.9
"Nov 17, 2020",2,0,48.9,0.22,7.4
"Nov 18, 2020",2.2,0,68.3,0.32,4.6
"Nov 19, 2020",5.2,0,90.8,0.68,7.7
"Nov 20, 2020",4.6,0,103.2,0.68,6.7
"Nov 21, 2020",1.7,0,88.7,0.32,3.2
"Nov 22, 2020",2,15.6,46.6,0.27,5.4
"Nov 23, 2020",1.8,0,55.8,0.2,7.4
"Nov 24, 2020",2,1.5,87.7,0.31,4.3
"Nov 25, 2020",2.2,5.8,48.6,0.39,3.8
"Nov 26, 2020",2.4,1,38.8,0.42,4.2
"Nov 27, 2020",1.6,0,85.1,0.27,3.8
"Nov 28, 2020",1.9,0,96.6,0.23,7.1
"Nov 29, 2020",2.5,0,99.5,0.41,4.7
"Nov 30, 2020",1.2,21.4,28.5,0.16,5
"Dec 1, 2020",1,6.5,20.5,0.12,5.4
"Dec 2, 2020",1.9,0,77.1,0.2,9.9
"Dec 3, 2020",3.3,3.7,96.2,0.38,9.4
"Dec 4, 2020",2.1,4.5,36.9,0.26,6.4
"Dec 5, 2020",0.8,0,48.2,0.09,4.6
"Dec 6, 2020",1.6,0,72.1,0.2,5.5
"Dec 7, 2020",1.4,0,93.6,0.19,5.2
"Dec 8, 2020",1.5,6.6,84.4,0.2,5.9
"Dec 9, 2020",1.4,9,32.5,0.14,7.7
"Dec 10, 2020",0.8,0,90.6,0.12,4
"Dec 11, 2020",1.3,0,90.8,0.39,1.9
"Dec 12, 2020",2.3,0.5,42.2,0.3,6.2
"Dec 13, 2020",1.4,0,49.2,0.17,6.2
"Dec 14, 2020",1.8,0,59.5,0.21,6.9
"Dec 15, 2020",1.4,0,57.5,0.18,4.8
"Dec 16, 2020",1.1,4.4,65.8,0.1,9.3
"Dec 17, 2020",0.3,0,61.2,0.03,4.8
"Dec 18, 2020",0.5,0,87.6,0.09,2.3
"Dec 19, 2020",0.5,2.8,77.3,0.08,3.6
"Dec 20, 2020",1,1.3,31.2,0.14,4.3
"Dec 21, 2020",1,0.5,77.8,0.2,2.8
"Dec 22, 2020",1.6,0,47.8,0.19,7
"Dec 23, 2020",2.6,0.5,37.1,0.38,4.9
"Dec 24, 2020",1.6,18,28.8,0.23,4.4
"Dec 25, 2020",0.3,1.7,32.7,0.02,8.7
"Dec 26, 2020",0.8,1.4,50.5,0.07,11.2
"Dec 27, 2020",2,1.3,81.4,0.27,5.6
"Dec 28, 2020",1.9,0.4,45.2,0.19,9.3
"Dec 29, 2020",1.1,0,63.8,0.12,6.7
"Dec 30, 2020",2.3,7.1,46.9,0.27,7.1
"Dec 31, 2020",1.5,0,50,0.18,6.4
